Date(Y.YYY),Rain(mm)
2000.302,5.6
2000.305,6.3
2000.307,0
2000.31,3.5
2000.313,7.4
2000.316,1.9
2000.318,1
2000.321,0.3
2000.324,5.8
2000.327,0
2000.329,0
2000.332,0
2000.335,0
2000.337,0
2000.34,0
2000.343,0
2000.346,0
2000.348,5.3
2000.351,0
2000.354,0.6
2000.357,1.9
2000.359,1.6
2000.362,0
2000.365,0
2000.367,0
2000.37,0
2000.373,0
2000.376,3.4
2000.378,0.1
2000.381,0.4
2000.384,7.5
2000.387,0.1
2000.389,0.1
2000.392,2.4
2000.395,5.3
2000.398,0.3
2000.4,18.5
2000.403,16.6
2000.406,2.1
2000.408,3.9
2000.411,0
2000.414,1
2000.417,0.1
2000.419,0
2000.422,0
2000.425,0
2000.428,0
2000.43,1.2
2000.433,0
2000.436,3.1
2000.439,1.3
2000.441,0
2000.444,0
2000.447,0
2000.449,0
2000.452,0
2000.455,0
2000.458,0
2000.46,0
2000.463,0
2000.466,3.9
2000.469,2
2000.471,0
2000.474,1.1
2000.477,0.2
2000.48,0
2000.482,0.5
2000.485,0
2000.488,0
2000.49,0
2000.493,7
2000.496,0.8
2000.499,0
2000.501,1.9
2000.504,1.6
2000.507,11.3
2000.51,0.2
2000.512,1.7
2000.515,0
2000.518,1.1
2000.52,7.3
2000.523,8.4
2000.526,0
2000.529,3.9
2000.531,0.3
2000.534,0
2000.537,0
2000.54,0
2000.542,0
2000.545,0
2000.548,0
2000.551,0
2000.553,0
2000.556,0
2000.559,0
2000.561,0
2000.564,0
2000.567,0
2000.57,0
2000.572,3.4
2000.575,7.4
2000.578,0
2000.581,0
2000.583,0
2000.586,4.2
2000.589,3.1
2000.592,0
2000.594,0
2000.597,0
2000.6,0
2000.602,0.7
2000.605,0
2000.608,0
2000.611,0
2000.613,0
2000.616,5.1
2000.619,0
2000.622,4.2
2000.624,0
2000.627,0
2000.63,1.9
2000.633,0
2000.635,0
2000.638,0
2000.641,0
2000.643,0
2000.646,0
2000.649,6.1
2000.652,3.6
2000.654,7.8
2000.657,0
2000.66,0
2000.663,0
2000.665,2
2000.668,4.6
2000.671,0
2000.673,0
2000.676,0
2000.679,0.6
2000.682,0
2000.684,0
2000.687,3
2000.69,0
2000.693,0
2000.695,0
2000.698,0
2000.701,0
2000.704,1.9
2000.706,4.9
2000.709,0
2000.712,0.1
2000.714,9.5
2000.717,23.6
2000.72,4.2
2000.723,0.7
2000.725,0
2000.728,0.2
2000.731,3.9
2000.734,7.1
2000.736,0.5
2000.739,14.4
2000.742,6.3
2000.745,0
2000.747,1
2000.75,9.1
2000.753,0
2000.755,0
2000.758,0
2000.761,2.8
2000.764,6.2
2000.766,5.8
2000.769,0
2000.772,15.9
2000.775,8.6
2000.777,1.5
2000.78,0.1
2000.783,0.1
2000.786,0
2000.788,2.7
2000.791,0
2000.794,5.8
2000.796,0.1
2000.799,0
2000.802,14.4
2000.805,0.1
2000.807,0.9
2000.81,0
2000.813,0.5
2000.816,0
2000.818,2.2
2000.821,9
2000.824,12.9
2000.827,49.3
2000.829,5.2
2000.832,0
2000.835,7.5
2000.837,9.3
2000.84,0
2000.843,0.2
2000.846,28.3
2000.848,11.9
2000.851,0.3
2000.854,0.4
2000.857,0
2000.859,1.5
2000.862,9.4
2000.865,0
2000.867,0.1
2000.87,0
2000.873,6.7
2000.876,0
2000.878,0.3
2000.881,1.8
2000.884,1.6
2000.887,0.2
2000.889,4.7
2000.892,0
2000.895,2.3
2000.898,1.5
2000.9,5
2000.903,0.3
2000.906,7.7
2000.908,1.1
2000.911,0.1
2000.914,11.5
2000.917,7.7
2000.919,0.2
2000.922,7.5
2000.925,1.5
2000.928,7.4
2000.93,1.3
2000.933,16
2000.936,0
2000.939,7
2000.941,10
2000.944,4
2000.947,11.2
2000.949,0.1
2000.952,0.4
2000.955,0
2000.958,0
2000.96,0.2
2000.963,1.3
2000.966,0.5
2000.969,0
2000.971,0
2000.974,0
2000.977,0.7
2000.98,6.2
2000.982,0
2000.985,0
2000.988,3
2000.99,0
2000.993,0
2000.996,0
2001.001,6.7
2001.004,1.1
2001.007,8.1
2001.01,3.4
2001.012,0
2001.015,0
2001.018,0
2001.021,0
2001.023,0
2001.026,0
2001.029,0
2001.032,0
2001.034,0
2001.037,0
2001.04,0
2001.042,0
2001.045,0
2001.048,0
2001.051,0
2001.053,5.3
2001.056,3.1
2001.059,5.4
2001.062,5.6
2001.064,8.6
2001.067,0.5
2001.07,20
2001.073,0
2001.075,0
2001.078,1.8
2001.081,4.4
2001.084,0.1
2001.086,3.9
2001.089,3.2
2001.092,7.6
2001.095,8
2001.097,6.4
2001.1,5.1
2001.103,0
2001.105,0.5
2001.108,0
2001.111,2.4
2001.114,2.1
2001.116,11
2001.119,0
2001.122,0
2001.125,0
2001.127,0
2001.13,0
2001.133,0
2001.136,0
2001.138,0
2001.141,0.1
2001.144,0.6
2001.147,0
2001.149,0
2001.152,0
2001.155,10
2001.158,0.1
2001.16,1.6
2001.163,0
2001.166,0
2001.168,0
2001.171,0
2001.174,0
2001.177,8.2
2001.179,0.4
2001.182,1.8
2001.185,3
2001.188,0.8
2001.19,6.3
2001.193,5.3
2001.196,0
2001.199,0.3
2001.201,1.4
2001.204,12.1
2001.207,7.2
2001.21,1.1
2001.212,0
2001.215,14.3
2001.218,3.8
2001.221,5.1
2001.223,3.8
2001.226,0.3
2001.229,0
2001.232,0
2001.234,14.3
2001.237,2.3
2001.24,0.8
2001.242,1.2
2001.245,0
2001.248,0
2001.251,5.9
2001.253,5.9
2001.256,1
2001.259,7.5
2001.262,1.1
2001.264,2.2
2001.267,14.1
2001.27,0.3
2001.273,0
2001.275,0
2001.278,0
2001.281,0
2001.284,2.9
2001.286,0
2001.289,0
2001.292,1.4
2001.295,0
2001.297,0
2001.3,0
2001.303,0
2001.305,8.3
2001.308,0.7
2001.311,3.4
2001.314,3.9
2001.316,0
2001.319,1.2
2001.322,5
2001.325,0
2001.327,0
2001.33,3.3
2001.333,1.7
2001.336,0
2001.338,0
2001.341,0
2001.344,0
2001.347,0
2001.349,0
2001.352,1.1
2001.355,0.5
2001.358,4
2001.36,0
2001.363,0
2001.366,0
2001.368,7.3
2001.371,6.5
2001.374,7
2001.377,0
2001.379,0
2001.382,0
2001.385,0
2001.388,0
2001.39,0
2001.393,0
2001.396,0
2001.399,0
2001.401,0
2001.404,0
2001.407,0
2001.41,0
2001.412,0
2001.415,0
2001.418,0.3
2001.421,0
2001.423,0
2001.426,0
2001.429,1.4
2001.432,0
2001.434,0
2001.437,0
2001.44,0
2001.442,0
2001.445,0
2001.448,0
2001.451,0.7
2001.453,19.8
2001.456,11.6
2001.459,0
2001.462,0
2001.464,0
2001.467,0
2001.47,0
2001.473,0
2001.475,0
2001.478,0
2001.481,0
2001.484,0
2001.486,0
2001.489,0
2001.492,0.3
2001.495,0.1
2001.497,0
2001.5,0
2001.503,0
2001.505,0
2001.508,1
2001.511,0
2001.514,12.5
2001.516,0
2001.519,2.3
2001.522,2.6
2001.525,0
2001.527,0.9
2001.53,6.3
2001.533,0
2001.536,0
2001.538,0
2001.541,7.5
2001.544,0.3
2001.547,0
2001.549,2.5
2001.552,0
2001.555,0
2001.558,0
2001.56,0
2001.563,0
2001.566,0
2001.568,0
2001.571,0
2001.574,0
2001.577,0
2001.579,0
2001.582,0
2001.585,15.3
2001.588,0
2001.59,11.2
2001.593,0.2
2001.596,0
2001.599,2.2
2001.601,0
2001.604,18
2001.607,0
2001.61,0.2
2001.612,0.3
2001.615,0
2001.618,0
2001.621,0
2001.623,1.8
2001.626,0
2001.629,18
2001.632,12.3
2001.634,0
2001.637,0
2001.64,0
2001.642,0.3
2001.645,0
2001.648,0
2001.651,1.2
2001.653,0
2001.656,0
2001.659,0
2001.662,1.4
2001.664,3.1
2001.667,0
2001.67,9.6
2001.673,1.8
2001.675,0
2001.678,2.5
2001.681,0
2001.684,0.6
2001.686,0
2001.689,0
2001.692,0
2001.695,0
2001.697,1
2001.7,2.1
2001.703,0.3
2001.705,1.4
2001.708,5.3
2001.711,0.5
2001.714,2.9
2001.716,0.5
2001.719,0
2001.722,0
2001.725,0
2001.727,2
2001.73,1.1
2001.733,0
2001.736,6.5
2001.738,0
2001.741,11.8
2001.744,0.4
2001.747,5.9
2001.749,13.2
2001.752,0
2001.755,0
2001.758,0
2001.76,1.4
2001.763,5.2
2001.766,12.8
2001.768,3.2
2001.771,0
2001.774,0.3
2001.777,0
2001.779,0
2001.782,0
2001.785,7.2
2001.788,4.5
2001.79,0
2001.793,11
2001.796,0
2001.799,7.2
2001.801,0.1
2001.804,1
2001.807,13.2
2001.81,0.7
2001.812,6.6
2001.815,0.6
2001.818,6.3
2001.821,4.1
2001.823,0
2001.826,0
2001.829,0.4
2001.832,0
2001.834,0
2001.837,0
2001.84,0
2001.842,0.2
2001.845,0
2001.848,0.3
2001.851,5.3
2001.853,0.5
2001.856,0
2001.859,0
2001.862,0
2001.864,3.1
2001.867,0
2001.87,0
2001.873,0
2001.875,0
2001.878,0
2001.881,0.1
2001.884,0
2001.886,0
2001.889,1
2001.892,0
2001.895,0
2001.897,0
2001.9,4.4
2001.903,0
2001.905,0.3
2001.908,3
2001.911,5.1
2001.914,5.7
2001.916,0.5
2001.919,0.2
2001.922,13.8
2001.925,6.6
2001.927,0.2
2001.93,0
2001.933,0
2001.936,0
2001.938,0
2001.941,0
2001.944,0
2001.947,0
2001.949,0
2001.952,0
2001.955,0
2001.958,0
2001.96,0.2
2001.963,0
2001.966,0.2
2001.968,0
2001.971,0
2001.974,0
2001.977,0.6
2001.979,0
2001.982,1.8
2001.985,0.5
2001.988,0
2001.99,0.2
2001.993,0.1
2001.996,0
2001.999,0
2002.001,0
2002.004,0
2002.007,0
2002.01,0.4
2002.012,0.2
2002.015,0.1
2002.018,0.3
2002.021,0
2002.023,1.5
2002.026,2.2
2002.029,0
2002.032,0.2
2002.034,0.4
2002.037,1.9
2002.04,0
2002.042,0
2002.045,3.2
2002.048,1
2002.051,0.4
2002.053,4.7
2002.056,0.2
2002.059,1.9
2002.062,6.9
2002.064,0.2
2002.067,6.7
2002.07,11.8
2002.073,7
2002.075,3
2002.078,0
2002.081,1.9
2002.084,4.6
2002.086,0.3
2002.089,2.4
2002.092,11.2
2002.095,10.9
2002.097,2
2002.1,0
2002.103,1
2002.105,0.5
2002.108,2.4
2002.111,0.2
2002.114,1.6
2002.116,0
2002.119,2.8
2002.122,0
2002.125,0
2002.127,0
2002.13,1.1
2002.133,0
2002.136,8
2002.138,2.4
2002.141,1.2
2002.144,0.1
2002.147,0.5
2002.149,7.9
2002.152,11.8
2002.155,1.5
2002.158,0
2002.16,0
2002.163,0
2002.166,0
2002.168,0
2002.171,0
2002.174,0
2002.177,0
2002.179,0
2002.182,0.2
2002.185,0
2002.188,6.2
2002.19,1.6
2002.193,4.3
2002.196,0
2002.199,5
2002.201,4
2002.204,4.8
2002.207,4.1
2002.21,8.2
2002.212,2.4
2002.215,1.6
2002.218,0
2002.221,0
2002.223,0
2002.226,0
2002.229,0
2002.232,0
2002.234,0
2002.237,0
2002.24,0
2002.242,0.3
2002.245,0.1
2002.248,0
2002.251,0.8
2002.253,0
2002.256,0
2002.259,0
2002.262,0
2002.264,0
2002.267,0
2002.27,0
2002.273,0
2002.275,0
2002.278,0
2002.281,0.2
2002.284,0
2002.286,0
2002.289,0
2002.292,0.4
2002.295,2.3
2002.297,0
2002.3,0
2002.303,0
2002.305,0
2002.308,0
2002.311,0
2002.314,2.6
2002.316,1.9
2002.319,6.3
2002.322,1.2
2002.325,6.1
2002.327,12.5
2002.33,0
2002.333,0
2002.336,0
2002.338,0
2002.341,1.4
2002.344,5.4
2002.347,0.4
2002.349,0
2002.352,0
2002.355,0
2002.358,0
2002.36,0.3
2002.363,12.8
2002.366,0.4
2002.368,0
2002.371,0
2002.374,0.5
2002.377,0
2002.379,0
2002.382,2.6
2002.385,8.7
2002.388,5.5
2002.39,6.3
2002.393,0.3
2002.396,10.9
2002.399,5.9
2002.401,0
2002.404,0.2
2002.407,0.2
2002.41,0.8
2002.412,0
2002.415,0
2002.418,0
2002.421,0.4
2002.423,0
2002.426,21.7
2002.429,1.9
2002.432,0.3
2002.434,0
2002.437,3.7
2002.44,6.7
2002.442,6.1
2002.445,1
2002.448,0
2002.451,0.2
2002.453,0.3
2002.456,0
2002.459,0
2002.462,0
2002.464,0
2002.467,1.4
2002.47,2.3
2002.473,0
2002.475,0
2002.478,0
2002.481,0
2002.484,0
2002.486,0
2002.489,0
2002.492,0
2002.495,0.8
2002.497,2.9
2002.5,12.6
2002.503,0.9
2002.505,2.7
2002.508,2.3
2002.511,1.2
2002.514,0.5
2002.516,15.5
2002.519,0.8
2002.522,1.5
2002.525,1
2002.527,0.2
2002.53,0
2002.533,0
2002.536,0
2002.538,9999.9
2002.541,0
2002.544,0
2002.547,0
2002.549,0
2002.552,0
2002.555,0
2002.558,0
2002.56,0
2002.563,0
2002.566,0
2002.568,0
2002.571,0
2002.574,0
2002.577,1.2
2002.579,30.7
2002.582,0
2002.585,0.2
2002.588,0.9
2002.59,0.1
2002.593,0.1
2002.596,0
2002.599,0.1
2002.601,4
2002.604,7.3
2002.607,1.3
2002.61,0.1
2002.612,0
2002.615,0
2002.618,0
2002.621,0
2002.623,0
2002.626,0
2002.629,0.1
2002.632,0
2002.634,0
2002.637,0
2002.64,0
2002.642,2.3
2002.645,5.4
2002.648,0
2002.651,0
2002.653,0
2002.656,0
2002.659,0
2002.662,0
2002.664,0
2002.667,0
2002.67,0
2002.673,0
2002.675,0
2002.678,1.7
2002.681,3.4
2002.684,1.2
2002.686,0.1
2002.689,20.4
2002.692,0
2002.695,0
2002.697,0
2002.7,0
2002.703,0
2002.705,0
2002.708,0
2002.711,0
2002.714,0
2002.716,0
2002.719,0
2002.722,0
2002.725,0
2002.727,0
2002.73,0
2002.733,0
2002.736,0
2002.738,0
2002.741,0
2002.744,0
2002.747,0
2002.749,0.1
2002.752,0.4
2002.755,0
2002.758,0
2002.76,0
2002.763,0
2002.766,0
2002.768,0
2002.771,0
2002.774,0
2002.777,5
2002.779,0
2002.782,14.9
2002.785,7.2
2002.788,19.7
2002.79,0
2002.793,3.7
2002.796,1
2002.799,0
2002.801,4.1
2002.804,18
2002.807,3.8
2002.81,0
2002.812,2.7
2002.815,3.6
2002.818,1.5
2002.821,0
2002.823,0
2002.826,0.3
2002.829,3.6
2002.832,0.2
2002.834,3.7
2002.837,13.4
2002.84,1.9
2002.842,0.2
2002.845,6.9
2002.848,7.3
2002.851,2.2
2002.853,5
2002.856,9.2
2002.859,1.1
2002.862,17.2
2002.864,10.9
2002.867,12.8
2002.87,0.9
2002.873,4.5
2002.875,0.2
2002.878,0.7
2002.881,0
2002.884,0
2002.886,2.4
2002.889,6.6
2002.892,8.9
2002.895,6.2
2002.897,2.4
2002.9,0.1
2002.903,0
2002.905,5.9
2002.908,6
2002.911,0
2002.914,5
2002.916,1.3
2002.919,1.5
2002.922,1.6
2002.925,1.5
2002.927,0
2002.93,0
2002.933,0
2002.936,0.2
2002.938,0
2002.941,0
2002.944,0.4
2002.947,4.2
2002.949,0.4
2002.952,7.8
2002.955,2.2
2002.958,0.2
2002.96,0
2002.963,0
2002.966,0
2002.968,4.3
2002.971,19.1
2002.974,0.1
2002.977,1.9
2002.979,2.6
2002.982,6.4
2002.985,9.5
2002.988,1.1
2002.99,9.5
2002.993,3
2002.996,25.5
2002.999,14.2
2003.001,13.5
2003.004,1.9
2003.007,0.1
2003.01,0
2003.012,0
2003.015,0.1
2003.018,0
2003.021,0.1
2003.023,0
2003.026,0
2003.029,0
2003.032,0
2003.034,0
2003.037,0
2003.04,0.4
2003.042,0
2003.045,0.4
2003.048,14.2
2003.051,7.1
2003.053,2.8
2003.056,12
2003.059,0.6
2003.062,0
2003.064,0.2
2003.067,1
2003.07,0.1
2003.073,0.8
2003.075,0.2
2003.078,4.8
2003.081,0
2003.084,8.5
2003.086,0.6
2003.089,0.6
2003.092,0
2003.095,0
2003.097,0
2003.1,0.3
2003.103,0.1
2003.105,4.6
2003.108,1.1
2003.111,5.6
2003.114,3.3
2003.116,1.1
2003.119,0
2003.122,0
2003.125,0
2003.127,0
2003.13,0
2003.133,0
2003.136,0
2003.138,0
2003.141,0
2003.144,0
2003.147,0
2003.149,0
2003.152,0
2003.155,0
2003.158,0
2003.16,5.5
2003.163,0.5
2003.166,0
2003.168,0.4
2003.171,0.2
2003.174,8.9
2003.177,0
2003.179,8.7
2003.182,0
2003.185,0
2003.188,0
2003.19,0
2003.193,0
2003.196,0
2003.199,0
2003.201,0
2003.204,0
2003.207,0
2003.21,0
2003.212,0
2003.215,0
2003.218,0
2003.221,0
2003.223,0
2003.226,0
2003.229,9999.9
2003.232,0
2003.234,0
2003.237,0
2003.24,0
2003.242,0
2003.245,0
2003.248,4.3
2003.251,0
2003.253,0
2003.256,0
2003.259,0
2003.262,0
2003.264,0
2003.267,0
2003.27,0
2003.273,0
2003.275,0
2003.278,0
2003.281,0
2003.284,0
2003.286,0
2003.289,0
2003.292,0
2003.295,0
2003.297,0
2003.3,1.2
2003.303,0
2003.305,0
2003.308,0
2003.311,0
2003.314,2.7
2003.316,7.3
2003.319,7.5
2003.322,1.3
2003.325,2.2
2003.327,7.8
2003.33,4.8
2003.333,4.2
2003.336,0
2003.338,0
2003.341,0
2003.344,0
2003.347,0
2003.349,0
2003.352,0
2003.355,0
2003.358,0
2003.36,2.1
2003.363,6.6
2003.366,0
2003.368,3.9
2003.371,3.4
2003.374,2.9
2003.377,1.1
2003.379,5.4
2003.382,0.2
2003.385,1
2003.388,0
2003.39,0.6
2003.393,0.1
2003.396,1.3
2003.399,0
2003.401,0
2003.404,0
2003.407,0
2003.41,0
2003.412,0
2003.415,0.8
2003.418,0
2003.421,0.2
2003.423,1
2003.426,0.1
2003.429,3.7
2003.432,2.6
2003.434,6.3
2003.437,0.2
2003.44,0
2003.442,0
2003.445,0
2003.448,0.3
2003.451,0
2003.453,0
2003.456,0
2003.459,0
2003.462,0
2003.464,0
2003.467,0
2003.47,2.6
2003.473,22
2003.475,0
2003.478,0
2003.481,0
2003.484,0
2003.486,0.4
2003.489,0
2003.492,3.5
2003.495,6.4
2003.497,0.9
2003.5,1.1
2003.503,0
2003.505,0
2003.508,0
2003.511,0
2003.514,0
2003.516,0
2003.519,0
2003.522,0
2003.525,0
2003.527,0
2003.53,0
2003.533,0
2003.536,0
2003.538,10.9
2003.541,0.9
2003.544,0
2003.547,0
2003.549,1
2003.552,0
2003.555,0
2003.558,1.2
2003.56,2.5
2003.563,4.3
2003.566,7.9
2003.568,0
2003.571,0.9
2003.574,1.8
2003.577,0
2003.579,4.5
2003.582,0.9
2003.585,0
2003.588,0
2003.59,0
2003.593,0
2003.596,0
2003.599,0
2003.601,0
2003.604,0
2003.607,0
2003.61,0
2003.612,0
2003.615,0
2003.618,0
2003.621,0
2003.623,0
2003.626,0
2003.629,6
2003.632,0
2003.634,0
2003.637,0
2003.64,0
2003.642,0
2003.645,0
2003.648,0
2003.651,0
2003.653,0
2003.656,7.2
2003.659,0.1
2003.662,0
2003.664,0
2003.667,0
2003.67,0
2003.673,0
2003.675,0
2003.678,0
2003.681,0
2003.684,0
2003.686,0
2003.689,0.4
2003.692,0
2003.695,1.4
2003.697,0
2003.7,0
2003.703,0
2003.705,0
2003.708,0
2003.711,0
2003.714,0
2003.716,0
2003.719,0
2003.722,0
2003.725,3.2
2003.727,0
2003.73,0
2003.733,0
2003.736,0
2003.738,0
2003.741,0
2003.744,0
2003.747,0
2003.749,2.8
2003.752,2.1
2003.755,0
2003.758,0.5
2003.76,0.8
2003.763,0
2003.766,1
2003.768,0
2003.771,0
2003.774,0.8
2003.777,0
2003.779,0
2003.782,0
2003.785,0
2003.788,0
2003.79,0
2003.793,0
2003.796,0
2003.799,0
2003.801,0
2003.804,2.4
2003.807,1.1
2003.81,0
2003.812,0
2003.815,0.5
2003.818,0
2003.821,0
2003.823,4.6
2003.826,5.3
2003.829,10.8
2003.832,0
2003.834,6.3
2003.837,7.2
2003.84,0
2003.842,0.5
2003.845,0
2003.848,0
2003.851,0
2003.853,0
2003.856,1.8
2003.859,0
2003.862,4.6
2003.864,0
2003.867,0.4
2003.87,0
2003.873,0
2003.875,0
2003.878,2.3
2003.881,0
2003.884,1
2003.886,2.5
2003.889,12.3
2003.892,28.7
2003.895,22.3
2003.897,0
2003.9,20.5
2003.903,2.7
2003.905,0
2003.908,0.1
2003.911,3.6
2003.914,11
2003.916,8
2003.919,0.3
2003.922,0
2003.925,0
2003.927,0.2
2003.93,0
2003.933,0
2003.936,0
2003.938,0.1
2003.941,5.4
2003.944,1.7
2003.947,10.4
2003.949,0.9
2003.952,0
2003.955,0
2003.958,0
2003.96,0
2003.963,0
2003.966,2.9
2003.968,4.6
2003.971,0.3
2003.974,3.3
2003.977,2.7
2003.979,0
2003.982,0.3
2003.985,2.2
2003.988,2.4
2003.99,4.3
2003.993,5
2003.996,1.6
2003.999,5.3
2004.001,1.4
2004.004,0
2004.007,0.7
2004.01,0.5
2004.012,2.3
2004.015,0
2004.018,10.6
2004.02,2.6
2004.023,1.1
2004.026,6.3
2004.029,11.1
2004.031,3.3
2004.034,1.8
2004.037,0.3
2004.04,5.5
2004.042,0
2004.045,0
2004.048,0
2004.051,0.8
2004.053,3.2
2004.056,0
2004.059,5.5
2004.061,5.5
2004.064,0
2004.067,0
2004.07,0
2004.072,0.1
2004.075,1.8
2004.078,0
2004.081,6.7
2004.083,6.7
2004.086,6.3
2004.089,0.1
2004.092,3.3
2004.094,0.8
2004.097,0.5
2004.1,5.3
2004.102,0.4
2004.105,0
2004.108,0
2004.111,0
2004.113,0
2004.116,0
2004.119,0.3
2004.122,0.2
2004.124,0.2
2004.127,0
2004.13,1.7
2004.133,0.1
2004.135,0
2004.138,0
2004.141,0
2004.143,0
2004.146,0
2004.149,1.9
2004.152,0
2004.154,0
2004.157,0
2004.16,0
2004.163,0
2004.165,0
2004.168,0
2004.171,1.4
2004.173,0
2004.176,0
2004.179,0.1
2004.182,1.4
2004.184,0
2004.187,0
2004.19,0
2004.193,6.8
2004.195,7.8
2004.198,6.4
2004.201,1.4
2004.204,0.3
2004.206,0
2004.209,0
2004.212,2.9
2004.214,4.7
2004.217,2
2004.22,0.7
2004.223,0.4
2004.225,2.1
2004.228,1.2
2004.231,0
2004.234,0.2
2004.236,0
2004.239,0
2004.242,0
2004.245,0
2004.247,0
2004.25,2.3
2004.253,0.1
2004.255,6.3
2004.258,5.4
2004.261,4
2004.264,4
2004.266,0.1
2004.269,0
2004.272,1.2
2004.275,0
2004.277,0
2004.28,0
2004.283,0
2004.286,0
2004.288,0
2004.291,0
2004.294,4.4
2004.296,13.8
2004.299,0
2004.302,2.4
2004.305,6.4
2004.307,0
2004.31,0
2004.313,0
2004.316,0
2004.318,0
2004.321,15.4
2004.324,1.1
2004.327,3.5
2004.329,6
2004.332,0.1
2004.335,1
2004.337,13.6
2004.34,7
2004.343,1
2004.346,0.1
2004.348,0.3
2004.351,0.9
2004.354,0.9
2004.357,0
2004.359,0
2004.362,0
2004.365,0
2004.367,0
2004.37,0
2004.373,0
2004.376,0
2004.378,0
2004.381,0
2004.384,0.4
2004.387,0
2004.389,0
2004.392,0
2004.395,0
2004.398,0
2004.4,3.6
2004.403,0
2004.406,0
2004.408,2.1
2004.411,6.5
2004.414,11.7
2004.417,0
2004.419,0
2004.422,0
2004.425,0
2004.428,0
2004.43,0
2004.433,0
2004.436,0
2004.439,0
2004.441,0
2004.444,0
2004.447,0
2004.449,0
2004.452,0
2004.455,0
2004.458,0
2004.46,0.2
2004.463,0
2004.466,0
2004.469,1
2004.471,6.9
2004.474,13.5
2004.477,0.4
2004.48,0
2004.482,0
2004.485,1.6
2004.488,9.1
2004.49,0
2004.493,0
2004.496,1.2
2004.499,2.4
2004.501,4.2
2004.504,0
2004.507,4
2004.51,0
2004.512,0
2004.515,13.1
2004.518,1.1
2004.52,0
2004.523,2.1
2004.526,0
2004.529,0
2004.531,0.5
2004.534,0
2004.537,0.2
2004.54,0
2004.542,0.2
2004.545,0
2004.548,0
2004.551,0
2004.553,0.4
2004.556,0
2004.559,0
2004.561,0
2004.564,0
2004.567,0
2004.57,0
2004.572,0
2004.575,0.5
2004.578,0
2004.581,0
2004.583,0
2004.586,0.1
2004.589,0
2004.592,0
2004.594,30.6
2004.597,0
2004.6,0
2004.602,1.1
2004.605,44.2
2004.608,0.2
2004.611,5.2
2004.613,0
2004.616,2.9
2004.619,0
2004.622,0
2004.624,2.4
2004.627,1.1
2004.63,15.5
2004.633,1.4
2004.635,11.8
2004.638,0
2004.641,10.6
2004.643,0.3
2004.646,0.4
2004.649,3.9
2004.652,2.5
2004.654,1.1
2004.657,0
2004.66,0
2004.663,1
2004.665,0
2004.668,0
2004.671,0
2004.673,0
2004.676,0
2004.679,0
2004.682,0
2004.684,0
2004.687,0
2004.69,4.3
2004.693,0.2
2004.695,0.2
2004.698,7.6
2004.701,0.6
2004.704,0
2004.706,0
2004.709,0.3
2004.712,0.7
2004.714,1.2
2004.717,0
2004.72,0.9
2004.723,0
2004.725,0
2004.728,0
2004.731,0
2004.734,1.7
2004.736,0
2004.739,0
2004.742,0
2004.745,3.7
2004.747,0.1
2004.75,7.9
2004.753,7.4
2004.755,16.3
2004.758,0
2004.761,0.4
2004.764,1.7
2004.766,0
2004.769,0
2004.772,0
2004.775,0
2004.777,0.6
2004.78,2.8
2004.783,13
2004.786,1.3
2004.788,2.7
2004.791,8
2004.794,0.4
2004.796,0.6
2004.799,9.2
2004.802,7
2004.805,0
2004.807,1.6
2004.81,15.1
2004.813,5.4
2004.816,0
2004.818,0
2004.821,2.1
2004.824,7.7
2004.827,2.2
2004.829,0
2004.832,0
2004.835,3.4
2004.837,0.5
2004.84,0.7
2004.843,0
2004.846,0
2004.848,0.6
2004.851,1
2004.854,0.5
2004.857,3.5
2004.859,0.1
2004.862,0.2
2004.865,0.1
2004.867,0
2004.87,0
2004.873,0
2004.876,0
2004.878,4
2004.881,3.3
2004.884,0
2004.887,5.9
2004.889,0.3
2004.892,0
2004.895,0
2004.898,0
2004.9,0
2004.903,0.3
2004.906,1.8
2004.908,1.1
2004.911,0
2004.914,0
2004.917,0
2004.919,0
2004.922,0
2004.925,0
2004.928,0
2004.93,0
2004.933,0
2004.936,0
2004.939,0
2004.941,0
2004.944,0
2004.947,0
2004.949,0.1
2004.952,0
2004.955,0.6
2004.958,4.8
2004.96,7.8
2004.963,13.4
2004.966,0
2004.969,0.4
2004.971,4.6
2004.974,0.1
2004.977,0
2004.98,0.9
2004.982,0
2004.985,0
2004.988,9.9
2004.99,0
2004.993,0
2004.996,0
2005.001,0.5
2005.004,0
2005.007,0
2005.01,0.8
2005.012,0.3
2005.015,0
2005.018,3.2
2005.021,0.1
2005.023,0.7
2005.026,4.3
2005.029,1.5
2005.032,0
2005.034,0
2005.037,0
2005.04,0
2005.042,0
2005.045,2.3
2005.048,0
2005.051,0.4
2005.053,0.2
2005.056,0
2005.059,2.9
2005.062,0
2005.064,0.2
2005.067,0.5
2005.07,0.1
2005.073,1.5
2005.075,0.9
2005.078,0.1
2005.081,0
2005.084,0
2005.086,0
2005.089,0
2005.092,0
2005.095,0.1
2005.097,0
2005.1,0
2005.103,0.3
2005.105,0
2005.108,0
2005.111,3.7
2005.114,1.7
2005.116,0.3
2005.119,0.2
2005.122,0
2005.125,0
2005.127,0
2005.13,0.6
2005.133,1.4
2005.136,0
2005.138,0
2005.141,1.2
2005.144,0
2005.147,0
2005.149,1
2005.152,0.3
2005.155,0.9
2005.158,0
2005.16,0.5
2005.163,6.4
2005.166,0.3
